,trade_id,ticker,count,created_time,yes_price,no_price,taker_side
0,e7aefcae-de5e-4770-9f09-aab771db677a,PROLLS-23MAR-T0,39,2023-04-07T12:18:35.061031Z,99,1,yes
1,4b2bff68-13e9-4e6b-9404-1118341798c0,PROLLS-23MAR-T0,864,2023-04-06T20:24:00.060279Z,99,1,yes
2,7ce351ea-01ad-49fb-9ade-0ac6169b1b17,PROLLS-23MAR-T0,25,2023-04-06T01:23:17.065107Z,98,2,yes
3,76037004-02de-4bbd-8ef9-2eded47204a7,PROLLS-23MAR-T0,5,2023-04-02T18:32:54.041448Z,97,3,no
4,db4e6bcf-ac0d-4f09-ae6f-849fe4df4e3f,PROLLS-23MAR-T0,5,2023-04-02T17:46:21.550807Z,97,3,no
5,411f275e-d6b2-4be1-83c2-e7b6f13b4bd5,PROLLS-23MAR-T0,5,2023-03-25T16:34:11.445798Z,97,3,yes
6,48d63cce-bfd2-4487-ad4c-50b81664a328,PROLLS-23MAR-T0,5,2023-03-25T02:42:31.953234Z,96,4,yes
7,75f70adb-b7a1-44b7-8642-b697c0a24e01,PROLLS-23MAR-T0,5,2023-03-24T13:04:21.853479Z,95,5,yes
8,22ca1d7d-a5c7-4fd0-805b-b44dda9fc253,PROLLS-23MAR-T0,16,2023-03-24T13:04:21.853479Z,94,6,yes
9,a79424ec-4917-4aaa-94d8-5ab6e745fa9d,PROLLS-23MAR-T0,9,2023-03-23T22:04:40.766582Z,93,7,yes
10,95255ac9-bc47-41bf-97bd-5d46977c7750,PROLLS-23MAR-T0,5,2023-03-23T12:36:10.247719Z,93,7,yes
11,3a4e8ff5-420c-4184-bb36-07e6a7d1a4df,PROLLS-23MAR-T0,1,2023-03-22T22:18:39.939081Z,93,7,yes
12,984ffe7d-76e9-4fa9-b865-8c96d16b7f61,PROLLS-23MAR-T0,1,2023-03-21T02:46:58.615812Z,92,8,yes
13,72a0b4a9-35d9-48cf-9a6a-57f8fcc25a16,PROLLS-23MAR-T0,1,2023-03-20T21:03:16.538287Z,87,13,no
14,89206e27-5165-4543-82b8-c0905a26c7e7,PROLLS-23MAR-T0,38,2023-03-15T21:41:39.200139Z,89,11,yes
15,7023b3fb-10cd-45aa-8b4a-490bb3530fb2,PROLLS-23MAR-T0,25,2023-03-14T21:23:51.613035Z,88,12,yes
16,1bc5d8f3-1349-495e-b9ff-14a2a841cce1,PROLLS-23MAR-T0,2975,2023-03-14T21:23:51.613035Z,85,15,yes
17,c9b87054-a4c3-4f7b-a195-28ec88cf24e8,PROLLS-23MAR-T0,50,2023-03-14T13:27:59.898071Z,85,15,yes
18,14ac343d-a6e2-467d-8e31-31691312d1f8,PROLLS-23MAR-T0,50,2023-03-14T13:27:25.777786Z,85,15,yes
19,7f5d7e8f-afbd-422a-9de7-19b2e6c60449,PROLLS-23MAR-T0,50,2023-03-14T13:27:09.867946Z,85,15,yes
20,842b707a-382a-40db-97b6-d702b0ade61d,PROLLS-23MAR-T0,1,2023-03-14T13:12:29.059362Z,85,15,yes
21,d7a9e2c3-2f23-4eff-912a-da61990b172c,PROLLS-23MAR-T0,5,2023-03-10T22:01:55.97161Z,80,20,no
22,bb3a22a8-993d-4039-9270-931fcb0c68f0,PROLLS-23MAR-T0,13,2023-03-10T21:00:44.936275Z,89,11,yes
23,7f13303a-b854-4755-8b28-720982db3baf,PROLLS-23MAR-T0,1,2023-03-10T21:00:08.397728Z,72,28,no
24,dd8b7f77-14dd-46f1-b983-abc1dc7b725f,PROLLS-23MAR-T0,200,2023-03-10T16:05:12.691671Z,12,88,yes
25,d13066a7-5428-4304-a492-4acb124cf109,PROLLS-23MAR-T0,140,2023-03-10T16:05:12.691671Z,11,89,yes
26,4324e471-cf98-4d14-a790-9d1f26a5540c,PROLLS-23MAR-T0,200,2023-03-10T16:05:12.691671Z,13,87,yes
27,65fc6db1-2008-42a8-beee-809408dabedc,PROLLS-23MAR-T0,200,2023-03-10T16:05:00.372456Z,11,89,yes
28,57b1df0e-5799-4cfd-8020-f6ef1f50d8c9,PROLLS-23MAR-T0,200,2023-03-10T16:05:00.372456Z,10,90,yes
29,096ac4a8-749d-4a93-ab9d-065ace5a2a1c,PROLLS-23MAR-T0,200,2023-03-10T16:05:00.372456Z,9,91,yes
30,bfeb2aa3-1fda-424a-b7f5-033b8c770755,PROLLS-23MAR-T0,200,2023-03-10T16:04:34.5935Z,6,94,no
31,ad4f9126-be1f-456f-a0d3-ddb795277f61,PROLLS-23MAR-T0,200,2023-03-10T16:04:34.446834Z,7,93,yes
32,31522605-dda9-4913-896e-611d1615441e,PROLLS-23MAR-T0,200,2023-03-10T16:04:31.215325Z,5,95,yes
33,1011cfb6-5488-4bc8-b9c3-0e94791e06ec,PROLLS-23MAR-T0,200,2023-03-10T16:04:31.215325Z,6,94,yes
34,5b738e19-2ec5-4eb2-80af-67bd5337e774,PROLLS-23MAR-T0,200,2023-03-10T16:04:15.385255Z,3,97,yes
35,2fa2e5ab-4052-4599-8a5f-15becc8ecde0,PROLLS-23MAR-T0,200,2023-03-10T16:04:15.385255Z,5,95,yes
36,2d168f6f-878a-49bc-af46-6c73c15a3010,PROLLS-23MAR-T0,200,2023-03-10T16:04:15.385255Z,4,96,yes
37,beead1f7-790b-4ed3-bfa8-1e4a2ec11a19,PROLLS-23MAR-T0,200,2023-03-10T16:04:01.648679Z,3,97,yes
38,87073fec-3171-4b67-8c0b-73c845b0a315,PROLLS-23MAR-T0,200,2023-03-10T16:04:01.648679Z,4,96,yes
39,2c2f6848-88e9-47e5-97bd-3cb8a2ce3beb,PROLLS-23MAR-T0,195,2023-03-10T16:04:01.648679Z,2,98,yes
40,15704375-be61-4a3e-8288-e8c8b750cb0b,PROLLS-23MAR-T0,5,2023-03-10T16:00:19.83181Z,2,98,yes
41,4f4198ae-5996-401a-8d97-e79025989165,PROLLS-23MAR-T100000,9,2023-04-07T12:11:39.715064Z,94,6,yes
42,755b7856-58d4-4348-a396-bdc8cab854a3,PROLLS-23MAR-T100000,50,2023-04-07T12:11:32.312016Z,94,6,yes
43,f6f6b860-0dc0-42c2-8e5e-a9a967de084b,PROLLS-23MAR-T100000,500,2023-04-07T12:11:18.236107Z,94,6,yes
44,a08c61be-4503-4f1f-b51b-866dd82007b7,PROLLS-23MAR-T100000,2,2023-04-07T12:10:07.38019Z,91,9,no
45,72cf500a-9447-4722-af8b-68188d0b6bfd,PROLLS-23MAR-T100000,98,2023-04-07T12:10:07.38019Z,91,9,no
46,6135f404-aa76-4fcd-99c0-a390e3afa22e,PROLLS-23MAR-T100000,1,2023-04-07T12:02:37.081105Z,94,6,yes
47,0f6af96b-6f9c-4eaa-920e-1c22a6b945f8,PROLLS-23MAR-T100000,500,2023-04-07T12:00:25.644639Z,94,6,yes
48,d393ef1b-2fdb-4138-a6c9-b790e6db4497,PROLLS-23MAR-T100000,10,2023-04-06T22:25:19.93424Z,94,6,yes
49,eedc156e-65c0-4942-92fd-dfacdde9626a,PROLLS-23MAR-T100000,100,2023-04-06T21:56:01.33509Z,93,7,yes
50,82bed450-09e3-4c14-aa3a-99e8606fa408,PROLLS-23MAR-T100000,98,2023-04-06T18:50:01.815586Z,91,9,yes
51,fd520403-c9ae-4872-a2cc-71bfcb1c9f46,PROLLS-23MAR-T100000,2,2023-04-06T16:51:57.451657Z,91,9,yes
52,8f0b4165-8c66-4680-9f08-4a412c18a8e4,PROLLS-23MAR-T100000,100,2023-04-06T13:50:58.404551Z,93,7,yes
53,943aa0dd-fb5d-4a99-93b8-2a555e03f8e6,PROLLS-23MAR-T100000,81,2023-04-06T03:02:24.987917Z,89,11,yes
54,0adbeca2-84ac-4e5e-8ced-7fde2f185722,PROLLS-23MAR-T100000,90,2023-04-06T03:00:02.584345Z,89,11,yes
55,9ef339c9-b159-46d3-8dca-1f9d375569af,PROLLS-23MAR-T100000,111,2023-04-05T20:08:08.906133Z,89,11,yes
56,5fb54431-a312-4f08-9dc5-9451b7816d86,PROLLS-23MAR-T100000,50,2023-04-05T17:51:45.648345Z,89,11,yes
57,322606b8-3703-42d5-b637-5f6255ee5e54,PROLLS-23MAR-T100000,2,2023-04-05T16:24:30.761269Z,89,11,yes
58,17877dee-5766-4b22-828e-52a57794ea1f,PROLLS-23MAR-T100000,25,2023-04-05T14:50:07.454586Z,89,11,yes
59,5dc4bc36-b130-4c53-ae49-e3b7fce0ca16,PROLLS-23MAR-T100000,2,2023-04-05T13:29:40.319701Z,89,11,yes
60,03bd2ad2-c0f6-42eb-9627-480e910194b6,PROLLS-23MAR-T100000,10,2023-04-05T12:48:47.325181Z,89,11,yes
61,b45182d3-b1bb-4dbc-9ab6-aa4a9f2dfd59,PROLLS-23MAR-T100000,12,2023-04-05T12:43:26.540047Z,89,11,yes
62,aa1bc0cb-debc-46e6-955d-43dc1047e6b6,PROLLS-23MAR-T100000,12,2023-04-05T12:16:38.295476Z,89,11,no
63,9fd91d2b-7008-4179-8c2f-11afe7c1feb0,PROLLS-23MAR-T100000,25,2023-04-05T12:16:38.295476Z,89,11,no
64,7cc2b720-8d51-42d2-8868-83a550925159,PROLLS-23MAR-T100000,50,2023-04-05T12:16:38.295476Z,86,14,no
65,3cb7d45b-d046-45e9-af67-763ea1355f83,PROLLS-23MAR-T100000,30,2023-04-05T12:16:38.295476Z,86,14,no
66,48884fc3-da30-440a-bd18-5021648a2138,PROLLS-23MAR-T100000,7,2023-04-05T00:36:48.169571Z,90,10,yes
67,e3f78a8b-0eaf-4a09-be8e-05abc13ae052,PROLLS-23MAR-T100000,6,2023-04-04T12:18:12.721537Z,90,10,yes
68,f877b699-eb16-4ee9-af84-888930fa2d5d,PROLLS-23MAR-T100000,4,2023-04-04T12:05:51.421142Z,90,10,yes
69,c2a0fa98-1802-4e44-a084-c7ff375597b3,PROLLS-23MAR-T100000,1,2023-04-03T20:48:29.689715Z,90,10,yes
70,5b2a5875-9ba9-426a-9f06-1553451c45ca,PROLLS-23MAR-T100000,800,2023-04-03T19:47:49.351981Z,90,10,yes
71,a27cce76-5f73-4d83-8636-b3dc8f9447ad,PROLLS-23MAR-T100000,1,2023-04-03T19:43:36.149274Z,90,10,yes
72,4d82ad9e-a505-45d0-bc74-92e101f5f29a,PROLLS-23MAR-T100000,50,2023-04-03T17:31:26.386028Z,90,10,yes
73,c0b3fbe4-357c-4441-9b38-74affaafab50,PROLLS-23MAR-T100000,1,2023-04-02T13:16:37.256546Z,95,5,yes
74,77150fca-9864-4151-aa7b-74065786d34e,PROLLS-23MAR-T100000,50,2023-03-30T19:17:07.908465Z,87,13,no
75,458e07c4-ece6-4541-9642-7d55f8009fc0,PROLLS-23MAR-T100000,70,2023-03-30T19:17:07.908465Z,86,14,no
76,6661df4b-0d2b-4452-a407-bd35689e51a6,PROLLS-23MAR-T100000,2,2023-03-29T18:47:28.512275Z,87,13,no
77,3fe088e1-3061-4a0b-b299-62ace6088abe,PROLLS-23MAR-T100000,3,2023-03-29T18:47:28.512275Z,86,14,no
78,f2c79565-f372-4bf7-badc-34cb1eef5794,PROLLS-23MAR-T100000,2,2023-03-29T15:44:53.947419Z,92,8,yes
79,fa6f8475-b857-4cc7-96bf-2e1bdfb2d84b,PROLLS-23MAR-T100000,21,2023-03-29T14:17:27.047903Z,86,14,no
80,9aa6d525-ab52-407f-8d97-3e15f19736ab,PROLLS-23MAR-T100000,500,2023-03-29T01:25:27.987755Z,91,9,yes
81,73dbf25b-a36f-47c0-b85a-f75e735fd7f9,PROLLS-23MAR-T100000,251,2023-03-29T01:25:27.987755Z,92,8,yes
82,6c5ca6b3-774a-4922-8e9d-b96e3ea1fc82,PROLLS-23MAR-T100000,249,2023-03-29T01:25:27.987755Z,90,10,yes
83,074a72e7-54b9-49d7-97d8-c412925aeffd,PROLLS-23MAR-T100000,1,2023-03-28T19:59:21.20364Z,90,10,yes
84,22101c5b-c669-476e-85f9-3e66fb333b52,PROLLS-23MAR-T100000,110,2023-03-28T13:06:42.4028Z,90,10,yes
85,48aeb1ab-5bdf-465b-934f-cf91e32a5eb9,PROLLS-23MAR-T100000,1,2023-03-28T01:38:17.537112Z,90,10,yes
86,cfbc49e0-bc64-40dd-8756-4aebc951b746,PROLLS-23MAR-T100000,20,2023-03-27T14:34:56.516939Z,91,9,yes
87,49b22cdc-71c8-461a-b235-fedbf909d87f,PROLLS-23MAR-T100000,70,2023-03-26T00:31:23.576395Z,90,10,yes
88,2e3383e2-8a73-426f-b1e1-ec0190be4598,PROLLS-23MAR-T100000,5,2023-03-25T16:34:37.891867Z,90,10,yes
89,f9e891d0-b048-439f-a475-c064d7095656,PROLLS-23MAR-T100000,16,2023-03-25T16:08:33.596493Z,89,11,yes
90,afaffcaa-a59c-4469-908b-073896ef0316,PROLLS-23MAR-T100000,16,2023-03-25T13:44:42.176439Z,88,12,yes
91,090952ff-c41b-40da-92f3-51cdb0e91773,PROLLS-23MAR-T100000,16,2023-03-24T21:24:41.241643Z,87,13,yes
92,cd825f86-c507-42b0-afcb-e4e20a0fb499,PROLLS-23MAR-T100000,16,2023-03-24T19:25:10.436624Z,86,14,yes
93,a61f1040-fc0c-4c5e-b419-8a7aef382191,PROLLS-23MAR-T100000,16,2023-03-24T13:37:07.231301Z,86,14,yes
94,ef9b1605-ec68-433f-b250-07cb9ba2bb55,PROLLS-23MAR-T100000,16,2023-03-24T13:27:51.363745Z,85,15,yes
95,e9e8ff9d-fd74-4a66-b9c6-df658195f29e,PROLLS-23MAR-T100000,16,2023-03-23T23:36:15.875577Z,83,17,yes
96,c5a69a9c-d561-4ac3-be20-5199f30b9748,PROLLS-23MAR-T100000,3,2023-03-23T19:04:51.678092Z,82,18,yes
97,0782f61b-eacc-436e-9165-0f3994a507db,PROLLS-23MAR-T100000,1,2023-03-23T16:23:44.586079Z,82,18,yes
98,b57032bd-2555-4072-bf30-d297f6e05aef,PROLLS-23MAR-T100000,5,2023-03-23T12:36:49.075891Z,82,18,yes
99,8d01d0d3-15b6-4643-9dbf-1c581855fbf4,PROLLS-23MAR-T100000,12,2023-03-22T21:58:49.857533Z,81,19,yes
100,499201ac-8ffb-4b55-be0b-c8eb7ac873a2,PROLLS-23MAR-T100000,16,2023-03-22T21:32:45.954239Z,80,20,yes
101,cda682d6-3d9d-4a51-a1f4-cf2298f9a944,PROLLS-23MAR-T100000,12,2023-03-22T21:32:21.878464Z,79,21,yes
102,d735c9a8-f1e5-48db-a76f-1c24de4053de,PROLLS-23MAR-T100000,4,2023-03-22T21:01:32.058192Z,79,21,yes
103,6d319da5-5a19-4361-96bb-24a4bbe21c61,PROLLS-23MAR-T100000,4,2023-03-20T22:36:08.20685Z,90,10,yes
104,2b084cfb-9d11-4934-8642-eef4e3f04efb,PROLLS-23MAR-T100000,16,2023-03-20T22:36:08.20685Z,77,23,yes
105,e999e5d4-8233-4810-8af6-5ad4b693fdfc,PROLLS-23MAR-T100000,48,2023-03-18T22:35:23.106434Z,75,25,no
106,10137a7c-2693-45c8-b9d7-46878f20f98d,PROLLS-23MAR-T100000,50,2023-03-18T02:21:59.149454Z,79,21,yes
107,7ab6fd70-248f-4d4c-bb90-324ade843fa9,PROLLS-23MAR-T100000,50,2023-03-18T02:18:40.890751Z,77,23,yes
108,3ac8c389-b1ea-493e-8fb0-ff497c5259ea,PROLLS-23MAR-T100000,50,2023-03-18T01:21:43.343677Z,75,25,yes
109,35eda217-8dd6-42ef-ae77-ad9af07ee0aa,PROLLS-23MAR-T100000,28,2023-03-18T01:21:43.343677Z,89,11,yes
110,26ad247a-ab72-4b7c-87ea-130d73489bfe,PROLLS-23MAR-T100000,42,2023-03-18T01:21:43.343677Z,77,23,yes
111,b4c68b37-ffb5-4785-80ca-cfc061885a02,PROLLS-23MAR-T100000,50,2023-03-16T12:46:37.89135Z,75,25,yes
112,3c2b90e1-622b-4cea-bee7-1cd44294dcb9,PROLLS-23MAR-T100000,1,2023-03-15T20:48:09.024152Z,74,26,yes
113,6af2b9dc-8640-45ee-8111-1ba98d90be12,PROLLS-23MAR-T100000,50,2023-03-15T20:31:56.964958Z,73,27,yes
114,82e1fe29-56ae-4a0f-8302-75b65103e51b,PROLLS-23MAR-T100000,50,2023-03-15T17:39:04.612229Z,72,28,yes
115,bf46e6a2-a3c4-4871-ad53-6665c8d13281,PROLLS-23MAR-T100000,40,2023-03-15T16:34:07.453033Z,70,30,yes
